cpg,gene_genomic_context,statistical_rank,candidate_priority_score,robust_contrasts,tier1_contrasts,tier2_contrasts,tier3_contrasts,same_direction_contrasts,max_n_datasets,best_fdr,best_neg_log10_fdr,mean_i2,min_i2,strongest_contrast,strongest_supported_contrast,top_random_effect,top_effect_direction,max_abs_meta_effect,strict_internal_support_subset,likely_dataset_sensitive,priority_label,best_nonzero_folds,all5_any_run,r2_disease_group,r2_dataset,disease_r2_after_dataset,dataset_warning,UCSC_RefGene_Name,chr,pos,Relation_to_Island,UCSC_RefGene_Group,Regulatory_Feature_Group,Enhancer,DHS,DMR
cg05554151,MT1G,122,63.308742089751846,2,1,1,0,1,6,3.410640623251542e-38,37.46716403947893,38.36545475766832,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.15303330286418856,higher methylation in case/higher stage,0.15303330286418856,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.249817374132041,0.1197039113986405,0.188818268561547,none,MT1G,chr16,56700796,N_Shore,Body,NA,NA,NA,NA
cg04192492,SEBOX,123,62.83736250026079,3,3,0,0,3,6,4.4407307735704905e-6,5.352545555828122,78.18838777637788,67.56885720332465,progression_score,Ordinal progression score,0.06072485592159311,higher methylation in case/higher stage,0.11013107998191358,FALSE,FALSE,stage_replicated_all5,6,TRUE,0.4164631323514494,0.2519005089299034,0.2226072262369055,high_heterogeneity,SEBOX;SEBOX,chr17,26692427,OpenSea,Body;TSS200,NA,NA,NA,NA
cg02959939,PCNT,124,62.813234450655614,3,1,2,0,1,6,1.7421427228063351e-26,25.75891626885293,44.36013875082861,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.121158699633484,higher methylation in case/higher stage,0.121158699633484,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.212332956616791,0.04884989901365225,0.17102372766040008,none,PCNT,chr21,47813025,N_Shore,Body,NA,NA,TRUE,NA
cg18537222,PPARG,125,62.75125517561573,3,3,0,0,3,6,1.6554193214932687e-8,7.781091980169586,73.91018421005973,53.118314656277654,progression_score,Ordinal progression score,0.06728741324184057,higher methylation in case/higher stage,0.12959807979007149,FALSE,FALSE,stage_all5,5,TRUE,0.4063675140017865,0.16686504233843122,0.2921031788213072,high_heterogeneity,PPARG;PPARG;PPARG;PPARG,chr3,12435731,OpenSea,Body;Body;Body;Body,NA,TRUE,NA,NA
cg20426532,intergenic/no-gene,126,62.64304689236079,3,3,0,0,3,6,2.26237391261284e-12,11.645435615695082,60.17516077251528,42.94928615959632,advanced_vs_nonadvanced,Advanced vs non-advanced,0.11402303858128623,higher methylation in case/higher stage,0.11402303858128623,FALSE,FALSE,stable_secondary,4,FALSE,0.39817605915753906,0.2579383944522469,0.21402181279306717,high_heterogeneity,NA,chr6,64185918,OpenSea,NA,NA,TRUE,NA,NA
cg18739537,NFKBIE,127,62.21447300197074,3,3,0,0,3,6,7.83305800719607e-13,12.106068657306253,75.19550116287279,67.45047110345924,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.15301733500851358,lower methylation in case/higher stage,0.15301733500851358,FALSE,FALSE,stable_secondary,4,FALSE,0.46240701247489463,0.25163374051414583,0.3489483453794578,high_heterogeneity,NFKBIE,chr6,44232189,N_Shore,Body,NA,NA,NA,NA
cg04850286,PLAC9,128,62.09503016869131,4,0,4,0,4,6,1.6345102781952196e-12,11.78661234412648,23.11196944394449,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.08462633222660286,lower methylation in case/higher stage,0.08462633222660286,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.23460588709047836,0.2930940976000176,0.07245039273044152,dataset_r2_gt_disease_r2,PLAC9,chr10,81895943,S_Shelf,Body,NA,NA,TRUE,NA
cg23760300,intergenic/no-gene,129,62.058476174434155,3,3,0,0,3,6,7.69986124447737e-8,7.113517100970475,78.41971592490364,59.455921487740326,progression_score,Ordinal progression score,-0.05905213422040214,lower methylation in case/higher stage,0.1042398133925432,FALSE,FALSE,stage_all5,5,TRUE,0.4294379402760684,0.37137413014327897,0.2157625097364288,high_heterogeneity,NA,chr8,26942425,OpenSea,NA,NA,TRUE,NA,NA
cg09404376,SGK1,130,61.52962128329255,3,3,0,0,3,6,0.00612452390003567,2.2129276662489556,60.38856166163457,0,disease_vs_healthy,Disease vs healthy,-0.10742898197385246,lower methylation in case/higher stage,0.10742898197385246,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.4300151386246727,0.4085172370468456,0.08598727015163116,high_heterogeneity,SGK1;SGK1,chr6,134499189,S_Shore,TSS200;Body,Promoter_Associated,NA,NA,RDMR
cg16402814,CHID1,131,61.4268896686893,3,3,0,0,3,6,1.9632852030271588e-8,7.707016606613002,29.360439118796105,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.06078244737424932,higher methylation in case/higher stage,0.06078244737424932,FALSE,FALSE,stable_secondary,4,FALSE,0.12632744518339065,0.09521407849375682,0.06935016093466564,none,CHID1,chr11,915227,S_Shelf,TSS200,NA,NA,NA,NA
cg15897635,intergenic/no-gene,132,61.22951476957401,4,0,4,0,3,6,1.113108025807367e-9,8.953462685858062,20.758182210532645,0,progression_score,Ordinal progression score,0.01496865306160458,higher methylation in case/higher stage,0.04376085524393348,FALSE,TRUE,stage_and_binary_all5,5,TRUE,0.1287920331083983,0.6784888858007276,0.02777339952250168,dataset_r2_gt_disease_r2,NA,chr1,220697615,N_Shelf,NA,NA,NA,NA,NA
cg13776905,BPTF,133,61.22437908132679,3,2,1,0,2,6,3.2328393847419357e-22,21.490415871649823,66.37824057656194,21.50938852459438,progression_score,Ordinal progression score,0.06551045462988515,higher methylation in case/higher stage,0.15050597952139386,FALSE,FALSE,stable_secondary,4,FALSE,0.5182158474385828,0.25206178544783236,0.33852216653345396,high_heterogeneity,BPTF;BPTF,chr17,65850328,OpenSea,Body;Body,NA,NA,NA,NA
cg13907255,intergenic/no-gene,134,60.905102235284886,3,3,0,0,3,6,1.6970386197918158e-10,9.770308274257674,68.68227113390951,63.746836312999775,disease_vs_healthy,Disease vs healthy,0.12055749366362238,higher methylation in case/higher stage,0.12055749366362238,FALSE,FALSE,stable_secondary,4,FALSE,0.4073808937152875,0.19008740652286835,0.2625889737717783,high_heterogeneity,NA,chr5,142895549,OpenSea,NA,NA,TRUE,NA,NA
cg05980785,CCDC150,135,60.49646572812041,3,3,0,0,3,6,4.4407307735704905e-6,5.352545555828122,85.00632321918543,71.8701436557042,progression_score,Ordinal progression score,0.05362425492266134,higher methylation in case/higher stage,0.10347961819292412,FALSE,FALSE,stage_all5,5,TRUE,0.4419698723609011,0.2619970243457682,0.24158843949373476,high_heterogeneity,CCDC150,chr2,197583891,OpenSea,Body,Unclassified_Cell_type_specific,TRUE,NA,NA
cg13878646,intergenic/no-gene,136,60.31590729069456,3,3,0,0,3,6,2.180187500378501e-6,5.661506154616473,22.942940350739477,0,disease_vs_healthy,Disease vs healthy,-0.07158779792097263,lower methylation in case/higher stage,0.07158779792097263,FALSE,FALSE,stable_secondary,4,FALSE,0.11756340856402386,0.088306848170826,0.06026945308875879,none,NA,chr12,95840895,OpenSea,NA,NA,NA,NA,NA
cg02786073,intergenic/no-gene,137,60.26731472703092,3,3,0,0,3,6,9.52010592744756e-6,5.021358219320355,84.95272052986655,77.69398570812697,progression_score,Ordinal progression score,0.06659641981313075,higher methylation in case/higher stage,0.11727893267125908,FALSE,FALSE,stage_all5,5,TRUE,0.4161042529072511,0.20052131308265575,0.27453187145283997,high_heterogeneity,NA,chr11,68625231,S_Shore,NA,NA,NA,TRUE,NA
cg04772025,intergenic/no-gene,138,60.12392582614383,3,2,1,0,2,6,1.8033186949801367e-9,8.743927514963456,19.936468686611704,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.08127960196409915,lower methylation in case/higher stage,0.08127960196409915,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.09473871309706426,0.07530985359759981,0.05833339461129849,none,NA,chr11,68637568,OpenSea,NA,NA,NA,TRUE,DMR
cg15207422,LOC729991-MEF2B/MEF2B,139,59.964911152992705,3,3,0,0,3,6,6.1251579941880965e-6,5.212882704495005,23.68213480307604,0,progression_score,Ordinal progression score,-0.02041777112417527,lower methylation in case/higher stage,0.09057135301349124,FALSE,FALSE,stable_secondary,4,FALSE,0.10344449384333557,0.0933596008410408,0.04466673804024355,none,LOC729991-MEF2B;LOC729991-MEF2B;MEF2B;LOC729991-MEF2B,chr19,19280969,N_Shore,Body;5'UTR;5'UTR;Body,Unclassified,NA,NA,NA
cg01720616,intergenic/no-gene,140,59.47462814092896,4,0,4,0,4,6,1.8130558491357426e-7,6.741588817747903,4.88968062989149,0,disease_vs_healthy,Disease vs healthy,-0.05532434064343299,lower methylation in case/higher stage,0.06035240436559964,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.1606744854012103,0.24787423200274197,0.05219764066886068,dataset_r2_gt_disease_r2,NA,chr7,16101713,OpenSea,NA,NA,TRUE,NA,NA
cg14072016,DIP2C,141,59.242240200220635,3,2,1,0,2,6,3.4786028909811494e-16,15.458595146446193,21.57552804583383,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.09332916106553396,higher methylation in case/higher stage,0.09332916106553396,FALSE,FALSE,stable_secondary,4,FALSE,0.17007952301763662,0.1235314128124562,0.08650494708663359,none,DIP2C,chr10,384652,N_Shelf,Body,NA,NA,TRUE,NA
cg15689991,RASSF3,142,59.032431440550475,3,3,0,0,3,6,1.1296608907170669e-7,6.947051906421781,66.61009787889537,48.77003757908816,disease_vs_healthy,Disease vs healthy,-0.143457831400269,lower methylation in case/higher stage,0.1746374520211252,FALSE,FALSE,stable_secondary,4,FALSE,0.2936126685858013,0.11622573723738348,0.19202717463066768,high_heterogeneity,RASSF3,chr12,65019329,OpenSea,Body,NA,TRUE,TRUE,NA
cg16399664,OAS2,143,58.64920849245293,3,3,0,0,3,6,2.67674747677669e-4,3.5723925980380793,27.029326523474573,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.04652523275924602,lower methylation in case/higher stage,0.06119940789641349,FALSE,FALSE,stable_secondary,4,FALSE,0.10527670551152658,0.09693127661833864,0.05329096928639859,none,OAS2;OAS2;OAS2,chr12,113417284,OpenSea,Body;Body;Body,Promoter_Associated,NA,NA,NA
cg26433333,intergenic/no-gene,144,58.40583237394477,2,2,0,0,2,6,5.289044191962461e-15,14.27662280427138,51.756071780903866,45.36570948136004,disease_vs_healthy,Disease vs healthy,0.1167273843264671,higher methylation in case/higher stage,0.1167273843264671,TRUE,FALSE,stage_and_binary_all5,6,TRUE,0.28162255471808795,0.09227789110592248,0.22657853780611972,high_heterogeneity,NA,chr5,78842844,OpenSea,NA,NA,TRUE,NA,NA
cg08194377,ANKS1A,145,57.499662463793854,3,3,0,0,3,6,2.8898676638907235e-6,5.53912204449533,77.5544593470574,75.57141198475978,progression_score,Ordinal progression score,0.06994591601382369,higher methylation in case/higher stage,0.1209195225599566,FALSE,FALSE,stable_secondary,4,FALSE,0.4448689440424317,0.1841616324044771,0.28648265348576496,high_heterogeneity,ANKS1A,chr6,34984836,OpenSea,Body,NA,NA,NA,NA
cg16433844,SMEK1,146,57.12046627136177,4,0,4,0,4,6,9.370743302523988e-4,3.0282259588047276,9.985837996030806,0,progression_score,Ordinal progression score,0.02904539979126359,higher methylation in case/higher stage,0.06993257399718768,FALSE,TRUE,stage_and_binary,4,FALSE,0.08434753788678863,0.10521585545808582,0.02923226197665648,dataset_r2_gt_disease_r2,SMEK1,chr14,91963127,OpenSea,Body,NA,TRUE,NA,NA
cg00884663,ERCC5,147,56.90893193047877,2,2,0,0,2,3,5.039385825365511e-23,22.297622389925117,13.988074849376131,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.11427533954334196,higher methylation in case/higher stage,0.11427533954334196,FALSE,FALSE,stage_all5,5,TRUE,0.1585553409048728,0.13069333340419256,0.12317279872337414,none,ERCC5,chr13,103515035,OpenSea,Body,NA,NA,NA,NA
cg05477823,TBX2,148,56.692271715982834,4,0,4,0,3,6,4.8050888238182135e-18,17.31829857982945,38.61074579795551,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.07832340421992219,lower methylation in case/higher stage,0.07832340421992219,FALSE,TRUE,stable_secondary,4,FALSE,0.35890499234616896,0.43173663039525306,0.07556876213132963,dataset_r2_gt_disease_r2,TBX2,chr17,59481085,Island,Body,Unclassified,NA,NA,RDMR
cg26585701,intergenic/no-gene,149,56.5531215926021,4,0,4,0,3,6,4.866584476008908e-18,17.312775733575748,41.31642841801841,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,-0.10118413811569708,lower methylation in case/higher stage,0.10118413811569708,FALSE,TRUE,stable_secondary,4,FALSE,0.21911857409168417,0.28730407155800475,0.11366643893742578,dataset_r2_gt_disease_r2,NA,chr6,30418565,N_Shore,NA,Unclassified,NA,NA,RDMR
cg15837531,STX8,150,56.30242741034597,4,0,0,4,4,6,3.1087344004279595e-10,9.50741638099826,27.055281127056283,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.02915556442379398,lower methylation in case/higher stage,0.02915556442379398,FALSE,TRUE,stable_secondary,5,TRUE,0.0812945737190476,0.9082790960906728,0.01063316188028518,dataset_r2_gt_disease_r2,STX8,chr17,9162271,OpenSea,Body,NA,TRUE,NA,NA
cg16252995,RAC3,151,55.66736227036737,3,2,1,0,2,6,8.297548119327505e-14,13.081050220341735,59.78745767743687,22.38335861060719,progression_score,Ordinal progression score,0.07607062755462207,higher methylation in case/higher stage,0.17912637328750822,FALSE,FALSE,stable_secondary,4,FALSE,0.34739950033174655,0.04930832094329791,0.3292466363648653,high_heterogeneity,RAC3,chr17,79991871,S_Shore,3'UTR,NA,NA,NA,NA
cg20929568,EXPH5,152,55.62839206491152,2,2,0,0,2,6,1.4699073551263453e-14,13.832710036969743,21.090099219345984,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1024785501745241,higher methylation in case/higher stage,0.1024785501745241,FALSE,FALSE,stage_replicated_all5,6,TRUE,0.14145798583232694,0.13067275964121688,0.11047058369418558,none,EXPH5;EXPH5;EXPH5,chr11,108409365,OpenSea,TSS1500;Body;Body,NA,NA,NA,NA
cg21695727,ZNF592,153,55.351624731794765,2,1,1,0,1,6,1.1015518973199488e-24,23.95799503715258,18.37943588424086,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12267990424045536,higher methylation in case/higher stage,0.12267990424045536,TRUE,FALSE,stage_and_binary,6,FALSE,0.2144107665283819,0.0995023076002306,0.14646915177208605,none,ZNF592,chr15,85347344,OpenSea,3'UTR,NA,TRUE,NA,NA
cg12058490,A2M,154,55.15223064997854,3,2,1,0,2,6,3.81349094634708e-12,11.41867728033759,46.816868925155454,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,0.0811104651974899,higher methylation in case/higher stage,0.11033903748977886,FALSE,FALSE,stable_secondary,4,FALSE,0.2951039230243252,0.1786864306663598,0.13406930566550845,none,A2M,chr12,9268379,OpenSea,1stExon,NA,NA,NA,NA
cg09656020,GREM1,155,54.3525381634477,4,0,4,0,4,6,5.6795299387437674e-11,10.245687606799097,46.3888632262334,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,-0.0778586996881004,lower methylation in case/higher stage,0.09613454467399142,FALSE,TRUE,stable_secondary,4,FALSE,0.2960234977612752,0.31466214469169435,0.07579700923775923,dataset_r2_gt_disease_r2,GREM1,chr15,33009409,N_Shore,TSS1500,Unclassified_Cell_type_specific,NA,TRUE,CDMR
cg05790038,TRPV3,156,53.92324286248602,2,2,0,0,2,3,6.667127613053509e-15,14.17606123212289,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.10272142282919856,lower methylation in case/higher stage,0.10272142282919856,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.10447227619836044,0.05563693600264222,0.10022047610550586,none,TRPV3;TRPV3,chr17,3461143,OpenSea,1stExon;5'UTR,Unclassified_Cell_type_specific,NA,TRUE,NA
cg14758757,SLC38A10,157,52.6635728824499,2,2,0,0,2,6,6.579358481671713e-8,7.181816450071814,67.27397265200747,53.115062945755085,progression_score,Ordinal progression score,0.06161130817791006,higher methylation in case/higher stage,0.1416427011759677,FALSE,FALSE,stage_and_binary_all5,5,TRUE,0.475222808865551,0.15785895911920736,0.34183321424396407,high_heterogeneity,SLC38A10;SLC38A10,chr17,79265454,N_Shelf,Body;Body,Unclassified_Cell_type_specific,NA,TRUE,NA
cg16644023,HOXA3,158,52.130512420480486,4,0,4,0,3,6,9.636206478445686e-10,9.016093902790663,13.61506622945974,0,disease_vs_healthy,Disease vs healthy,0.06231078502444579,higher methylation in case/higher stage,0.06358177257928785,FALSE,TRUE,stable_secondary,4,FALSE,0.05542868334711918,0.13135319981201582,0.04529460435202737,dataset_r2_gt_disease_r2,HOXA3;HOXA3;HOXA3,chr7,27154845,N_Shore,5'UTR;TSS1500;5'UTR,NA,NA,TRUE,NA
cg19403909,PTGFR,159,51.98371147215517,4,0,4,0,4,6,2.535271685641952e-8,7.595975493824626,56.66942747044132,39.1929764874925,disease_vs_healthy,Disease vs healthy,-0.07415721339462221,lower methylation in case/higher stage,0.10008309126057569,FALSE,TRUE,stable_secondary,4,FALSE,0.4568871953880472,0.4714193138150548,0.11075571791584787,dataset_r2_gt_disease_r2,PTGFR;PTGFR,chr1,78957682,S_Shore,5'UTR;5'UTR,Unclassified_Cell_type_specific,NA,NA,NA
cg26931527,intergenic/no-gene,160,51.96381726211448,4,0,4,0,4,6,3.408048518184525e-5,4.467494231091423,13.26857399299024,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.070894354080155,higher methylation in case/higher stage,0.070894354080155,FALSE,TRUE,stable_secondary,4,FALSE,0.1008596496709378,0.14363895325189602,0.03305794374649606,dataset_r2_gt_disease_r2,NA,chr16,83979911,OpenSea,NA,NA,NA,NA,NA
cg12835012,intergenic/no-gene,161,51.27527929692775,4,0,0,4,4,6,1.721003457172659e-6,5.76421825725553,45.193469663022384,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,-0.02285223159476548,lower methylation in case/higher stage,0.03361153423715186,FALSE,TRUE,stable_secondary,4,FALSE,0.06769467587012956,0.8679805078732276,0.01624736927425774,dataset_r2_gt_disease_r2,NA,chr4,183795785,OpenSea,NA,NA,NA,NA,NA
cg22659049,LIMCH1,162,51.05425605093765,3,0,3,0,3,6,2.694883480113728e-14,13.569460007856692,8.887319091240666,0,disease_vs_healthy,Disease vs healthy,0.05502560183911329,higher methylation in case/higher stage,0.05502560183911329,FALSE,TRUE,stage_all5,5,TRUE,0.17179115397117933,0.4144516271547663,0.04706701808082753,dataset_r2_gt_disease_r2,LIMCH1;LIMCH1;LIMCH1;LIMCH1;LIMCH1,chr4,41646672,S_Shore,Body;Body;Body;Body;Body,Unclassified_Cell_type_specific,TRUE,TRUE,NA
cg01872593,intergenic/no-gene,163,50.91711120920693,2,1,1,0,1,6,9.821381285790004e-26,25.00782742844417,31.76735981407975,0,disease_vs_healthy,Disease vs healthy,-0.1157553476632304,lower methylation in case/higher stage,0.1157553476632304,FALSE,FALSE,stable_secondary,5,TRUE,0.26913528367659506,0.2378147477246396,0.08958296004170516,none,NA,chr14,54446260,OpenSea,NA,NA,TRUE,NA,NA
cg18199495,PQLC2,164,50.87625674510728,3,1,2,0,1,6,5.2737585193541214e-8,7.277879760039928,24.365181738413405,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.08188404273391071,higher methylation in case/higher stage,0.08188404273391071,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.06332912363830903,0.01646110659875945,0.06699343936768543,none,PQLC2;PQLC2;PQLC2,chr1,19655472,OpenSea,3'UTR;3'UTR;3'UTR,NA,NA,NA,NA
cg12991306,C8orf80,165,50.86353148812537,3,0,3,0,3,6,1.8518838950665614e-14,13.732386245144664,14.982777669517867,8.17581022345703,disease_vs_healthy,Disease vs healthy,0.05907926416756336,higher methylation in case/higher stage,0.05907926416756336,FALSE,TRUE,stage_all5,5,TRUE,0.3356564465541958,0.7105801035733478,0.0399613764946386,dataset_r2_gt_disease_r2,C8orf80,chr8,27941405,OpenSea,TSS200,NA,NA,NA,NA
cg14625636,KIAA1529,166,50.63904796602648,3,2,1,0,2,6,0.02359329619527467,1.6272113800378318,0,0,disease_vs_healthy,Disease vs healthy,0.03221567734155256,higher methylation in case/higher stage,0.0381011632119409,FALSE,FALSE,stable_secondary,4,FALSE,0.06314471697562846,0.04099065955616718,0.0268551986443315,none,KIAA1529,chr9,100000026,N_Shore,TSS1500,NA,NA,NA,NA
cg13621464,APOA5,167,50.279712411162976,2,2,0,0,2,6,3.996663537770139e-5,4.398302411619904,75.98198553941913,62.35467511104537,progression_score,Ordinal progression score,0.03518938815932999,higher methylation in case/higher stage,0.09372164742218436,FALSE,FALSE,stage_and_binary_all5,5,TRUE,0.480564151315182,0.4661592128545201,0.1634067503408868,high_heterogeneity,APOA5;APOA5,chr11,116662643,S_Shore,5'UTR;5'UTR,NA,NA,NA,NA
cg01245880,SEC14L4,168,50.23547102595543,2,2,0,0,2,3,2.8011658552728443e-5,4.55266117611134,19.027835946450207,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,0.0550533638819322,higher methylation in case/higher stage,0.07739536678628997,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.18388360068787615,0.16763060067426586,0.07281800049143786,none,SEC14L4;SEC14L4,chr22,30899870,N_Shore,Body;Body,NA,NA,NA,NA
cg05383524,MGRN1,169,49.377782193795085,2,2,0,0,2,3,2.8860985174292067e-16,15.539688848278692,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.09599668835591396,higher methylation in case/higher stage,0.09599668835591396,FALSE,FALSE,stable_secondary,4,FALSE,0.12457765509521676,0.10667509309261036,0.0889133505054878,none,MGRN1;MGRN1;MGRN1;MGRN1,chr16,4726970,N_Shelf,Body;Body;Body;Body,Promoter_Associated_Cell_type_specific,NA,NA,NA
cg11201654,HLA-F,170,49.256120693694925,3,1,2,0,1,6,0.01389598165295907,1.8571107679650951,60.87713687761279,41.39100926768391,disease_vs_healthy,Disease vs healthy,-0.08984869983338098,lower methylation in case/higher stage,0.08984869983338098,TRUE,FALSE,stage_and_binary_all5,5,TRUE,0.11205796160063662,0.07030170465198478,0.07518673437652156,high_heterogeneity,HLA-F;HLA-F;HLA-F,chr6,29690766,N_Shore,TSS1500;TSS1500;TSS1500,Promoter_Associated,NA,TRUE,NA
cg11037750,TGFB1,171,48.78732589774822,3,0,3,0,3,6,6.149704927286286e-11,10.211145721871032,7.209522151230059,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.07396747155090241,higher methylation in case/higher stage,0.07446214573461253,FALSE,TRUE,stage_all5,5,TRUE,0.3003430132209943,0.3398121637689028,0.06170880864562611,dataset_r2_gt_disease_r2,TGFB1,chr19,41837015,Island,Body,NA,NA,NA,NA
cg20564969,CSMD1,172,48.34330437266959,3,0,3,0,2,6,1.8130558491357426e-7,6.741588817747903,27.51615599507888,0,disease_vs_healthy,Disease vs healthy,-0.06753677464361238,lower methylation in case/higher stage,0.06753677464361238,FALSE,TRUE,stage_and_binary_all5,5,TRUE,0.14089010561900284,0.2076573836287292,0.05173779808999981,dataset_r2_gt_disease_r2,CSMD1,chr8,4852959,S_Shore,TSS1500,NA,NA,NA,RDMR
cg10114725,FAM124B,173,48.255226638621544,3,0,3,0,3,6,8.493508009540669e-5,4.070912899329557,51.88824781818291,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.0470400108887863,lower methylation in case/higher stage,0.08692976630555715,FALSE,TRUE,stage_and_binary_all5,6,TRUE,0.15661481340984695,0.16419760053430668,0.08822072991183375,dataset_r2_gt_disease_r2,FAM124B;FAM124B,chr2,225266733,OpenSea,TSS200;TSS200,Unclassified_Cell_type_specific,NA,NA,NA
cg05810177,intergenic/no-gene,174,48.008373759613434,4,0,4,0,3,6,8.282877019117346e-4,3.081818786825937,12.97798782329436,0,disease_vs_healthy,Disease vs healthy,-0.0337989010287257,lower methylation in case/higher stage,0.05797469099297966,FALSE,TRUE,stable_secondary,6,FALSE,0.1309884972510489,0.1597515928508107,0.03802449026317173,dataset_r2_gt_disease_r2,NA,chr7,134050402,OpenSea,NA,NA,TRUE,NA,NA
cg16725984,C16orf55,175,47.96053935594018,2,2,0,0,2,3,7.983096100227538e-15,14.09782864267592,8.158813878659242,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.09983711492173372,higher methylation in case/higher stage,0.09983711492173372,FALSE,FALSE,stable_secondary,4,FALSE,0.14128730399408293,0.08843386977181665,0.10822299540210172,none,C16orf55,chr16,89735184,Island,Body,NA,NA,NA,NA
cg11057824,C14orf182,176,47.37504889833976,3,0,0,3,3,6,1.508348076496198e-5,4.821498426199665,0,0,progression_score,Ordinal progression score,0.00545616264128699,higher methylation in case/higher stage,0.01599594062303279,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.2579772960852646,0.8100258012233454,0.00540466675342055,dataset_r2_gt_disease_r2,C14orf182,chr14,50471938,S_Shore,Body,NA,NA,NA,NA
cg19108747,FAM124B,177,47.114169512312984,2,0,2,0,2,6,2.631045433810731e-30,29.57987165230087,21.8348128859524,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.10018312525143082,higher methylation in case/higher stage,0.10018312525143082,FALSE,TRUE,stable_secondary,4,FALSE,0.29634764937462416,0.3211832079828356,0.11718443343634977,dataset_r2_gt_disease_r2,FAM124B;FAM124B,chr2,225266263,OpenSea,1stExon;1stExon,NA,TRUE,NA,NA
cg25511621,C6orf142,178,46.8363507994479,2,2,0,0,2,3,8.872996015662007e-5,4.051929713496994,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.04993758553573805,higher methylation in case/higher stage,0.05243675505441082,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.2380987835601502,0.23788268237534704,0.03803157362313839,none,C6orf142,chr6,53883681,OpenSea,TSS200,NA,NA,NA,NA
cg20514322,NCKAP5,179,46.76711880583893,3,0,3,0,2,6,1.989565193472256e-19,18.70124182545382,36.47500943957479,0,disease_vs_healthy,Disease vs healthy,-0.08720857615488595,lower methylation in case/higher stage,0.08720857615488595,FALSE,TRUE,stable_secondary,4,FALSE,0.1276582317730465,0.15245883620859835,0.09461087082254992,dataset_r2_gt_disease_r2,NCKAP5;NCKAP5,chr2,134023662,N_Shore,Body;Body,NA,NA,TRUE,NA
cg08614871,KLF6,180,46.45874878617276,2,1,1,0,1,6,2.989240275690878e-21,20.524439174886208,28.167172724951612,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.1162761183758136,lower methylation in case/higher stage,0.1162761183758136,FALSE,FALSE,stable_secondary,4,FALSE,0.1449485707944591,0.01140398884551286,0.14457813641788284,none,KLF6;KLF6;KLF6;KLF6,chr10,3824555,S_Shore,Body;Body;Body;Body,NA,NA,NA,RDMR
cg10515671,FADS1,181,45.9045058060853,2,2,0,0,2,6,2.1622538254176535e-9,8.665093325874013,33.221190440530236,6.579736717624031,progression_score,Ordinal progression score,0.03920465561477507,higher methylation in case/higher stage,0.09882215952625248,FALSE,FALSE,stable_secondary,4,FALSE,0.2660489394174367,0.19857955408941488,0.10535701480101237,none,FADS1,chr11,61585899,S_Shore,TSS1500,Unclassified_Cell_type_specific,NA,NA,NA
cg05432003,IFITM1,182,45.564247508631254,2,2,0,0,2,6,1.2019539222534433e-8,7.920112180997703,29.596620361342815,25.95487949039721,disease_vs_healthy,Disease vs healthy,-0.07693265815929154,lower methylation in case/higher stage,0.07693265815929154,FALSE,FALSE,stable_secondary,4,FALSE,0.2759828932060497,0.2592890246501287,0.09176738806107544,none,IFITM1,chr11,312518,S_Shore,TSS1500,Unclassified_Cell_type_specific,NA,NA,NA
